	103504732
hsa-mir-6752	102465450
hsa-mir-6755	102465452
hsa-mir-2392	100616495
hsa-mir-6754	102466728
hsa-mir-6751	102465449
hsa-mir-6750	102466192
hsa-mir-4444-2	100846999
hsa-mir-891b	100126304
hsa-mir-892a	100126342
hsa-mir-892b	100126307
hsa-mir-6757	102466193
hsa-mir-6756	102465453
hsa-mir-6759	102466729
hsa-mir-6758	102465454
hsa-mir-6742	102465444
hsa-mir-6741	102466270
hsa-mir-6744	102466725
hsa-mir-6743	102465445
hsa-mir-6740	102465443
hsa-mir-891a	100126341
hsa-mir-548i-3	100302186
hsa-mir-548i-4	100302191
hsa-mir-548i-1	100302204
hsa-mir-548i-2	100302277
hsa-mir-6749	102466727
hsa-mir-6746	102465446
hsa-mir-6745	102466726
hsa-mir-6748	102465448
hsa-mir-6747	102465447
hsa-mir-6775	102465464
"hsa-mir-3688	100500881
hsa-mir-6774	102466732
hsa-mir-6777	102465466
hsa-mir-6776	102465465
hsa-mir-6771	102465462
hsa-mir-6773	102466194
hsa-mir-6772	102465463
hsa-mir-449a"	554213
"hsa-mir-146	406938
"hsa-mir-145	406937
"hsa-mir-148	406940
hsa-mir-486-2	102465696
hsa-mir-519a-1	574496
hsa-mir-519a-2	574500
hsa-mir-6779	102465467
hsa-mir-6778	102466733
hsa-mir-6764	102466730
hsa-mir-6763	102465975
hsa-mir-6766	102466983
hsa-mir-6765	102465458
hsa-mir-6760	102465455
hsa-mir-6762	102465457
hsa-mir-6761	102465456
hsa-mir-1260b	100422991
hsa-mir-892c	102466721
hsa-mir-106a	406899
hsa-mir-106b	406900
"hsa-mir-3690	100500894
hsa-mir-6768	102465460
hsa-mir-6767	102465459
hsa-mir-6797	102465478
hsa-mir-6796	102465477
hsa-mir-6799	102465479
hsa-mir-6798	102466738
hsa-mir-6793	102466737
hsa-let-7a-3	406883
hsa-mir-6792	102465475
hsa-let-7a-2	406882
hsa-mir-6795	102465476
hsa-mir-6794	102466196
hsa-mir-516b-1"	574490
hsa-mir-5701-1	100847060
hsa-mir-5701-2	100847005
hsa-mir-6791	102465474
hsa-let-7a-1	406881
hsa-mir-6790	102465473
hsa-mir-19a	406979
hsa-mir-1289-1	100302125
hsa-mir-1289-2	100302134
hsa-mir-3135b	100616218
hsa-mir-6786	102465471
hsa-mir-6785	102466911
hsa-mir-6788	102466735
hsa-mir-6787	102465472
hsa-mir-6782	102465469
hsa-mir-6781	102465468
hsa-mir-6784	102465470
hsa-mir-6783	102466734
hsa-mir-18b	574033
hsa-mir-544b	100422864
hsa-mir-1254-2	100616217
hsa-mir-197	406974
hsa-mir-198	406975
hsa-mir-509-2	100126301
hsa-mir-6789	102466736
hsa-mir-509-3	100126337
hsa-mir-191	406966
hsa-mir-190	406965
hsa-mir-3620	100500810
hsa-mir-192	406967
hsa-mir-195	406971
hsa-mir-8079	102465876
hsa-mir-4283-2	100422848
hsa-mir-8077	102465875
hsa-mir-8078	102466878
hsa-mir-4679-1	100616128
hsa-mir-8075	102465874
hsa-mir-4679-2	100616192
hsa-mir-8076	102466253
hsa-mir-8073	102465872
hsa-mir-8074	102465873
hsa-mir-4283-1	100422917
hsa-mir-8072	102466877
hsa-mir-8080	102465877
hsa-mir-8081	102465995
hsa-mir-186	406962
hsa-mir-185	406961
hsa-mir-188	406964
hsa-mir-187	406963
hsa-mir-3621	100500811
hsa-mir-182	406958
hsa-mir-184	406960
hsa-mir-8068	102466876
hsa-mir-183	406959
hsa-mir-8069	102466252
hsa-mir-8066	102465868
hsa-mir-8067	102465869
hsa-mir-8064	102465866
hsa-mir-8065	102465867
hsa-mir-8062	102465865
hsa-mir-8063	102466875
hsa-mir-8060	102465864
hsa-mir-8061	102466251
hsa-mir-8070	102465870
hsa-mir-3619	100500828
hsa-mir-3618	100500860
hsa-mir-3613	100500908
hsa-mir-3612	100500817
hsa-mir-3611	100500890
hsa-mir-3610	100500914
hsa-mir-92a-2"	407049
hsa-mir-3617	100500897
hsa-mir-3616	100500814
hsa-mir-3615	100500847
hsa-mir-3614	100500827
hsa-mir-15b	406949
hsa-mir-3156-1	100422988
hsa-mir-3156-2	100422907
hsa-mir-3156-3	100423018
hsa-mir-15a	406948
hsa-mir-3646	100500813
hsa-mir-1468	100302115
hsa-mir-3649	100500816
hsa-mir-1469	100302258
hsa-mir-3648	100500862
hsa-mir-8088	102466880
hsa-mir-8089	102465882
hsa-mir-8086	102465880
hsa-mir-8087	102465881
hsa-mir-8084	102467005
hsa-mir-8085	102465879
hsa-mir-8082	102465878
hsa-mir-8083	102466879
"hsa-mir-137	406928
hsa-mir-152	406943
hsa-mir-155	406947
hsa-mir-154	406946
hsa-mir-3660	100500825
hsa-mir-1269b	100616494
hsa-mir-4510	100616293
hsa-mir-4511	100616379
hsa-mir-3664	100500844
hsa-mir-3663	100500893
hsa-mir-151	442893
hsa-mir-3662	100500880
hsa-mir-150	406942
hsa-mir-3661	100500905
"hsa-mir-103-1-as	100302238
hsa-mir-149	406941
hsa-mir-147b	100126311
hsa-mir-142	406934
hsa-mir-3668	100500879
hsa-mir-4516	100616258
hsa-mir-141	406933
hsa-mir-3667	100500882
hsa-mir-4517	100616487
hsa-mir-144	406936
hsa-mir-3666	100500896
hsa-mir-4518	100616405
hsa-mir-143	406935
hsa-mir-3665	100500861
hsa-mir-4519	100616231
hsa-mir-4512	100616149
hsa-mir-4513	100616183
hsa-mir-4514	100616181
hsa-mir-147	406939
hsa-mir-4515	100616404
hsa-mir-4999	100847049
hsa-mir-1268b	100616121
hsa-mir-1470	100302127
hsa-mir-1471	100302126
hsa-mir-4500	100616182
hsa-mir-3653	100500833
hsa-mir-3652	100500842
hsa-mir-140	406932
hsa-mir-3651	100500918
hsa-mir-3650	100500824
hsa-mir-139	406931
hsa-mir-3689d-1	100616131
hsa-mir-3689d-2	100616344
hsa-mir-146b	574447
hsa-mir-3657	100500889
hsa-mir-4505	100616158
hsa-mir-3656	100500840
hsa-mir-4315-2	100422961
hsa-mir-4506	100616140
hsa-mir-3655	100500820
hsa-mir-4315-1	100423004
hsa-mir-4507	100616135
hsa-mir-132	406921
hsa-mir-3654	100500804
hsa-mir-4508	100616275
hsa-mir-4501	100616137
hsa-mir-134	406924
hsa-mir-4502	100616227
hsa-mir-3659	100500801
hsa-mir-4503	100616280
hsa-mir-136	406927
hsa-mir-3658	100500832
hsa-mir-4504	100616261
hsa-mir-3682	100500850
hsa-mir-4530	100616163
hsa-mir-3681	100500884
hsa-mir-4531	100616355
hsa-mir-3680	100500917
hsa-mir-4532	100616353
hsa-mir-4533	100616362
hsa-mir-2355	100423036
hsa-mir-3686	100500839
hsa-mir-3201	100422916
hsa-mir-3685	100500802
hsa-mir-3200	100422912
hsa-mir-3684	100500867
hsa-mir-3683	100500886
hsa-mir-451b	100616273
hsa-mir-127	406914
hsa-mir-153-2	406945
hsa-mir-153-1	406944
hsa-mir-1285-1	100302218
"hsa-mir-511-1	574445
hsa-mir-1285-2	100302268
hsa-mir-4538	100616276
hsa-mir-6717	102465428
hsa-mir-4539	100616374
hsa-mir-6716	102466719
hsa-mir-6719	102465974
hsa-mir-92a-1"	407048
hsa-mir-3687	100500815
hsa-mir-6718	102465430
hsa-mir-4534	100616146
hsa-mir-4535	100616415
hsa-mir-126	406913
hsa-mir-4536	100616155
hsa-mir-4537	100616422
hsa-mir-3671	100500854
hsa-mir-3670	100500910
hsa-mir-4521	100616406
hsa-mir-4522	100616277
hsa-mir-3675	100500876
hsa-mir-3674	100500912
hsa-mir-3672	100500869
hsa-mir-4435-1	100616499
hsa-mir-4435-2	100616341
hsa-mir-10b	406903
hsa-mir-10a	406902
hsa-mir-450b	100126302
hsa-mir-148b	442892
hsa-mir-453"	574410
hsa-mir-499a	100616134
hsa-mir-593	693178
hsa-mir-3679	100500878
hsa-mir-4527	100616264
hsa-mir-592	693177
hsa-mir-3678	100500841
hsa-mir-4528	100616232
hsa-mir-595	693180
hsa-mir-3677	100500812
hsa-mir-4529	100616290
hsa-mir-597	693182
hsa-mir-4523	100616122
hsa-mir-596	693181
hsa-mir-4524	100616316
hsa-mir-599	693184
hsa-mir-4525	100616196
hsa-mir-598	693183
hsa-mir-4526	100616130
hsa-mir-5087	100847044
hsa-mir-5088	100847074
hsa-mir-5089	100847067
hsa-mir-221	407006
hsa-mir-223	407008
hsa-mir-222	407007
hsa-mir-3622b	100500871
hsa-mir-224	407009
"hsa-mir-509	574514
hsa-mir-3622a	100500858
hsa-mir-20b	574032
hsa-mir-193b	574455
hsa-mir-215	406997
hsa-mir-210	406992
hsa-mir-212	406994
hsa-mir-211	406993
hsa-mir-214	406996
hsa-mir-213	406995
hsa-mir-514-2	574517
hsa-mir-514-1	574516
hsa-mir-196b	442920
hsa-mir-205	406988
hsa-mir-204	406987
hsa-mir-206	406989
hsa-mir-514-3	574518
hsa-mir-203	406986
hsa-mir-202	574448
hsa-mir-5094	100847059
hsa-mir-5095	100616458
hsa-mir-5096	100616427
hsa-mir-548aa-2	100500895
hsa-mir-5090	100847073
hsa-mir-5091	100847023
hsa-mir-5092	100847039
hsa-mir-5093	100847022
hsa-mir-548aa-1	100500863
hsa-mir-670	100313777
hsa-mir-1973	100302290
hsa-mir-671	768213
hsa-mir-1972	100302243
hsa-mir-676	100500887
hsa-mir-675	100033819
hsa-mir-1976	100302190
hsa-mir-548a-3	693127
hsa-mir-548a-1	693125
hsa-mir-548a-2	693126
hsa-mir-668	768214
hsa-mir-199b	406978
hsa-mir-661	724031
hsa-mir-660	724030
hsa-mir-663	724033
hsa-mir-662	724032
hsa-mir-24-2	407013
hsa-mir-665	100126315
hsa-mir-24-1	407012
hsa-mir-664	100302234
hsa-mir-941-4	100126330
hsa-mir-941-3	100126352
hsa-mir-941-2	100126339
hsa-mir-941-1	100126329
hsa-mir-656	724026
hsa-mir-655	724025
hsa-mir-658	724028
hsa-mir-657	724027
hsa-mir-376a-2	664615
hsa-mir-659	724029
hsa-mir-650	723778
hsa-mir-652	724022
hsa-mir-651	723779
hsa-mir-654	724024
hsa-mir-653	724023
hsa-mir-645	693230
hsa-mir-644	693229
hsa-mir-647	693232
hsa-mir-646	693231
hsa-mir-649	693234
hsa-mir-648	693233
hsa-mir-641	693226
hsa-mir-640	693225
hsa-mir-643	693228
hsa-mir-642	693227
hsa-mir-2861	100422910
hsa-mir-151b	100616247
hsa-mir-634	693219
hsa-mir-633	693218
hsa-mir-636	693221
hsa-mir-1539	100302257
hsa-mir-635	693220
hsa-mir-3914-2	100500920
hsa-mir-638	693223
hsa-mir-3914-1	100500836
hsa-mir-637	693222
hsa-mir-639	693224
hsa-mir-630	693215
hsa-mir-1537	100302139
hsa-mir-1538	100302119
hsa-mir-632	693217
hsa-mir-3714	100500913
hsa-mir-631	693216
hsa-mir-3713	100500855
hsa-mir-5003	100847029
hsa-mir-6780a	102466195
hsa-mir-5004	100847012
hsa-mir-6780b	102466746
hsa-mir-5006	100847026
hsa-mir-6511b-1	102465429
hsa-mir-5000	100846995
hsa-mir-5001	100847037
hsa-mir-5002	100847021
hsa-mir-6511b-2	102465985
hsa-mir-3688-1"	100500881
hsa-mir-623	693208
hsa-mir-622	693207
hsa-mir-625	693210
hsa-mir-624	693209
hsa-mir-627	693212
hsa-mir-626	693211
hsa-mir-629	693214
hsa-mir-628	693213
hsa-mir-5007	100846996
hsa-mir-5008	100847072
hsa-mir-621	693206
hsa-mir-5009	100846993
hsa-mir-620	693205
hsa-mir-619	693204
hsa-mir-612	693197
hsa-mir-611	693196
hsa-mir-614	693199
hsa-mir-613	693198
hsa-mir-616	693201
hsa-mir-615	693200
hsa-mir-618	693203
hsa-mir-617	693202
hsa-mir-610	693195
hsa-mir-548w	100422923
hsa-mir-548x	100422920
hsa-mir-548y	100500919
hsa-mir-5692c-1	100847082
hsa-mir-548z	100500856
hsa-mir-548s	100422862
hsa-mir-548t	100422849
hsa-mir-548u	100422884
hsa-mir-548v	100422850
hsa-mir-548o	100313829
hsa-mir-609	693194
hsa-mir-548p	100302288
hsa-mir-608	693193
hsa-mir-548q	100313841
hsa-mir-548k	100313770
hsa-mir-548l	100302275
hsa-mir-548m	100313772
hsa-mir-548n	100302152
hsa-mir-601	693186
hsa-mir-600	693185
hsa-mir-603	693188
hsa-mir-602	693187
hsa-mir-605	693190
hsa-mir-1908	100302263
hsa-mir-604	693189
hsa-mir-1909	100302210
hsa-mir-607	693192
hsa-mir-606	693191
hsa-mir-5010	100847046
hsa-mir-5011	100847002
hsa-mir-548ae-1	100616305
hsa-mir-548ae-2	100616339
hsa-mir-548g	100313938
hsa-mir-548j	100313914
hsa-mir-548c	693129
hsa-mir-548e	100313921
hsa-mir-500b	100422911
hsa-mir-548b	693128
hsa-mir-5047	100616408
hsa-mir-190b	100126346
hsa-mir-199a-1	406976
hsa-mir-199a-2	406977
hsa-mir-1915	100302129
hsa-mir-1913	100302141
hsa-mir-1914	100302137
hsa-mir-3202-2	100422877
hsa-mir-105-1	406897
hsa-mir-1911	100302222
hsa-mir-105-2	406898
hsa-mir-1912	100302144
hsa-mir-5692c-2	100847017
hsa-mir-1910	100302261
hsa-mir-3202-1	100422987
hsa-mir-19b-2	406981
hsa-mir-19b-1	406980
hsa-mir-374a"	442919
hsa-mir-4431	100616431
hsa-mir-4432	100616473
hsa-mir-4433	100616265
hsa-mir-4434	100616419
hsa-mir-4430	100616136
"hsa-mir-29	407021
"hsa-mir-20	406982
"hsa-mir-21	406991
hsa-mir-4439	100616207
hsa-mir-4437	100616213
hsa-mir-4438	100616375
hsa-mir-4420	100616164
hsa-mir-4421	100616189
hsa-mir-4422	100616272
hsa-mir-4423	100616481
"hsa-mir-550-2	693134
hsa-mir-4477b	100616194
"hsa-mir-103-2-as	100302282
"hsa-mir-18	406953
hsa-mir-4477a	100616184
hsa-mir-548h-4	100313884
hsa-mir-548h-5	100616455
hsa-mir-548h-2	100313773
hsa-mir-548h-3	100302287
hsa-mir-548h-1	100313830
hsa-mir-4428	100616141
hsa-mir-4429	100616469
hsa-mir-4424	100616328
hsa-mir-4425	100616365
hsa-mir-4426	100616345
hsa-mir-4427	100616390
hsa-mir-3121	100423032
hsa-mir-4453	100616193
hsa-mir-3120	100422882
hsa-mir-4454	100616234
hsa-mir-4455	100616111
hsa-mir-4456	100616381
hsa-mir-5787	102464817
hsa-mir-2278	100313780
hsa-mir-3125	100422986
hsa-mir-2277	100313887
hsa-mir-3124	100422879
hsa-mir-4450	100616299
hsa-mir-2276	100313842
hsa-mir-3123	100422856
hsa-mir-4451	100616349
hsa-mir-3122	100422947
hsa-mir-4452	100616463
hsa-mir-5583-2	100846997
hsa-mir-5583-1	100847025
hsa-mir-3129	100422908
hsa-mir-3128	100422824
hsa-mir-3127	100422928
hsa-mir-3126	100423030
hsa-mir-4457	100616235
hsa-mir-4458	100616142
hsa-mir-4459	100616233
hsa-mir-4442	100616477
hsa-mir-4443	100616407
hsa-mir-4444	100616394
hsa-mir-3591	100616357
hsa-mir-4445	100616129
hsa-mir-4440	100616397
hsa-mir-4441	100616493
"hsa-mir-33	407039
hsa-mir-3117	100422871
hsa-mir-3115	100422866
hsa-mir-4446	100616476
hsa-mir-4447	100616485
hsa-mir-4448	100616127
hsa-mir-4449	100616436
hsa-mir-3143	100422934
hsa-mir-4475	100616289
hsa-mir-548ba	102465854
hsa-mir-3142	100422938
hsa-mir-4476	100616456
hsa-mir-3141	100422950
hsa-mir-3140	100422896
hsa-mir-4478	100616312
hsa-mir-3147	100422939
hsa-mir-4471	100616451
hsa-mir-3146	100422967
hsa-mir-3145	100423001
hsa-mir-4473	100616229
hsa-mir-3144	100422951
hsa-mir-4474	100616441
hsa-mir-548ay	102465247
hsa-mir-1273d	100422970
hsa-mir-548ax	100847063
hsa-mir-1273c	100422821
hsa-mir-548aw	100846992
hsa-mir-1273f	100616156
hsa-mir-548av	100847083
hsa-mir-4470	100616484
hsa-mir-4650-2	100616331
hsa-mir-1273h	102466247
hsa-mir-1273g	100616145
hsa-mir-548az	102466162
hsa-mir-1244-2	100422885
hsa-mir-664b	100847052
hsa-mir-1244-3	100422872
hsa-mir-4650-1	100616310
hsa-mir-7973-2	102465855
hsa-mir-7973-1	102466250
hsa-mir-516a-1"	574498
hsa-mir-3149	100422921
hsa-mir-3148	100422876
hsa-mir-4479	100616480
hsa-mir-3132	100423039
hsa-mir-4464	100616109
hsa-mir-7974	102465856
hsa-mir-3131	100422957
hsa-mir-4465	100616180
hsa-mir-548aj-2	100616252
hsa-mir-4466	100616154
hsa-mir-7976	102465857
hsa-mir-548aj-1	100616191
hsa-mir-4467	100616367
hsa-mir-7975	102466872
hsa-mir-3136	100422859
hsa-mir-4460	100616325
hsa-mir-548ad	100616475
hsa-mir-3135	100422901
hsa-mir-4461	100616209
hsa-mir-548ac	100616384
hsa-mir-3134	100422990
hsa-mir-4462	100616413
hsa-mir-548ab	100616336
hsa-mir-3133	100422942
hsa-mir-4463	100616389
hsa-mir-4433b	102465833
hsa-mir-17	406952
hsa-mir-548aq	100847078
hsa-mir-663b	100313824
hsa-mir-548ap	100847084
hsa-mir-548ao	100847068
hsa-mir-548an	100616144
hsa-mir-548au	100847045
hsa-mir-548at	100847030
hsa-mir-548as	100847092
hsa-mir-516a-2"	574499
hsa-mir-548ar	100847035
hsa-mir-101-1	406893
hsa-mir-548ai	100616347
hsa-mir-101-2	406894
hsa-mir-548ah	100616254
hsa-mir-3139	100423017
hsa-mir-3138	100423011
hsa-mir-3137	100422926
hsa-mir-548am	100616428
hsa-mir-4468	100616226
hsa-mir-7978	102465859
hsa-mir-548al	100616215
hsa-mir-4469	100616115
hsa-mir-7977	102465858
hsa-mir-548ak	100616488
hsa-mir-3165	100422953
hsa-mir-4497	100616454
hsa-mir-3164	100422846
hsa-mir-4498	100616179
hsa-mir-3163	100423029
hsa-mir-4499	100616304
hsa-mir-3162	100422880
hsa-mir-3169	100422973
hsa-mir-4493	100616319
hsa-mir-3168	100422878
hsa-mir-4494	100616478
hsa-mir-3167	100422918
hsa-mir-4495	100616287
hsa-mir-3166	100423040
hsa-mir-4496	100616240
hsa-mir-4490	100616186
hsa-mir-4491	100616330
hsa-mir-4492	100616376
hsa-mir-3161	100423000
hsa-mir-550-1	693133
hsa-mir-3154	100422893
hsa-mir-4486	100616118
hsa-mir-3153	100422936
hsa-mir-4487	100616222
hsa-mir-3152	100422869
hsa-mir-4488	100616470
hsa-mir-3151	100422992
hsa-mir-4489	100616284
hsa-mir-4482	100616323
hsa-mir-3157	100422892
hsa-mir-4483	100616162
hsa-mir-4484	100616327
hsa-mir-3155	100422989
hsa-mir-4485	100616263
hsa-mir-4480	100616151
hsa-mir-4481	100616320
hsa-mir-3159	100423016
hsa-mir-7515	102466235
hsa-mir-1321	100302171
hsa-mir-130b	406920
hsa-mir-130a	406919
hsa-mir-4436a	100616399
hsa-mir-4436b	100616123
hsa-mir-6862-1	102465520
hsa-mir-6862-2	102465907
hsa-mir-29c	407026
hsa-mir-1324	100302212
hsa-mir-1322	100302166
hsa-mir-1323	100302255
hsa-mir-3972	100616188
hsa-mir-296	407022
hsa-mir-3976	100616244
hsa-mir-3975	100616257
hsa-mir-298	100126296
hsa-mir-3974	100616279
hsa-mir-297	100126354
hsa-mir-3973	100616311
hsa-mir-299	407023
hsa-mir-3978	100616491
hsa-mir-3977	100616297
hsa-mir-1343	100616437
hsa-mir-548d-2	693131
"hsa-mir-490	574443
hsa-mir-548d-1	693130
"hsa-mir-487	619555
hsa-mir-3179-2	100422886
hsa-mir-3179-1	100422960
hsa-mir-5708	100847056
hsa-mir-133b	442890
hsa-mir-3179-3	100423006
hsa-mir-27a	407018
hsa-mir-5704	100847040
hsa-mir-5705	100847027
hsa-mir-5706	100847085
hsa-mir-5707	100847032
hsa-mir-3529	100616238
hsa-mir-5700	100847031
hsa-mir-5702	100847053
hsa-mir-5703	100847081
hsa-mir-4520b	100616466
hsa-mir-26b	407017
hsa-mir-4520a	100616401
hsa-mir-6077-2"	102466225
hsa-mir-515-1	574462
hsa-mir-135b	442891
hsa-mir-515-2	574465
hsa-mir-3545	100616173
hsa-mir-29a"	407021
hsa-mir-2681	100616110
hsa-mir-125b-2	406912
hsa-mir-125b-1	406911
hsa-mir-2682	100616452
hsa-mir-1185-2	100302209
hsa-mir-4659a	100616348
hsa-mir-4659b	100616372
hsa-mir-1185-1	100302157
hsa-mir-23b	407011
hsa-mir-23a	407010
hsa-mir-23c	100500809
"hsa-mir-450	554214
"hsa-mir-449	554213
hsa-mir-4417	100616489
hsa-mir-4418	100616433
hsa-mir-4524b	100847008
hsa-mir-487b	664616
hsa-mir-3910-2	100500902
hsa-mir-3910-1	100500821
hsa-mir-5739	102466081
hsa-mir-33b	693120
hsa-mir-340	442908
hsa-mir-342	442909
hsa-mir-346	442911
hsa-mir-345	442910
hsa-mir-181d	574457
hsa-mir-4436b-2	100847033
hsa-mir-181c	406957
hsa-mir-181a	406954
hsa-mir-337	442905
hsa-mir-339	442907
hsa-mir-338	442906
hsa-mir-331	442903
hsa-mir-330	442902
hsa-mir-335	442904
mir-21"	406991
hsa-mir-1283-1	100302265
hsa-mir-3670-2	100846994
hsa-mir-1283-2	100302205
hsa-mir-7162	102466227
mir-4792"	100616448
hsa-mir-7161	102465694
hsa-mir-7160	102465695
hsa-mir-326	442900
hsa-mir-325	442899
hsa-mir-328	442901
hsa-mir-320	407037
hsa-mir-324	442898
hsa-mir-323	442897
hsa-mir-30d	407033
hsa-mir-7159	102466816
hsa-mir-30e	407034
hsa-mir-7156	102466995
hsa-mir-7155	102466815
hsa-mir-7158	102465693
hsa-mir-7157	102465692
hsa-mir-7152	102465689
hsa-mir-320b-2	100313769
hsa-mir-7151	102466814
hsa-mir-7154	102465691
hsa-mir-7153	102465690
hsa-mir-30b	407030
hsa-mir-320b-1	100302117
hsa-mir-7150	102465688
hsa-mir-30a	407029
hsa-mir-3690-2"	100500894
hsa-mir-300	100126297
hsa-mir-196a-2"	406973
hsa-mir-378d-2	100616169
hsa-mir-378d-1	100616201
hsa-mir-148a"	406940
hsa-mir-770	768222
hsa-mir-6511a-2	102466812
hsa-mir-8059	102466918
hsa-mir-6511a-1	102466268
hsa-mir-6511a-4	102465684
hsa-mir-8057	102466874
hsa-mir-6511a-3	102465683
hsa-mir-8058	102465863
hsa-mir-8055	102465861
hsa-mir-8056	102465862
hsa-mir-8053	102467004
hsa-mir-8054	102465860
hsa-mir-8052	102466873
hsa-mir-766	768218
hsa-mir-765	768220
hsa-mir-3609	100500819
hsa-mir-767	768215
hsa-mir-3158-1	100422900
hsa-mir-3158-2	100423033
hsa-mir-769	768217
hsa-mir-760	100126348
hsa-mir-762	100313837
hsa-mir-3606	100500837
hsa-mir-761	100313892
hsa-mir-3605	100500853
hsa-mir-764	100313838
hsa-mir-759	100313778
hsa-mir-758	768212
hsa-mir-3187	100422854
hsa-mir-3186	100422944
hsa-mir-3185	100422978
hsa-mir-3184	100423003
hsa-mir-1302-1	100302227
hsa-mir-3189	100422943
hsa-mir-1302-2	100302278
hsa-mir-3188	100422833
hsa-mir-1302-3	100302128
hsa-mir-1302-4	100302130
hsa-mir-1302-5	100302146
hsa-mir-1302-6	100302140
hsa-mir-1302-7	100302147
hsa-mir-3183	100422835
hsa-mir-1302-8	100302223
hsa-mir-3182	100422853
hsa-mir-1302-9	100422831
hsa-mir-3181	100422972
hsa-mir-744	100126313
hsa-mir-194-1	406969
hsa-mir-194-2	406970
hsa-mir-3176	100423037
hsa-mir-3175	100422995
hsa-mir-3174	100422841
hsa-mir-3173	100422981
hsa-mir-3178	100422974
hsa-mir-3177	100423012
"hsa-mir-376a	494325
hsa-mir-3171	100422830
hsa-mir-3170	100422881
hsa-mir-449c	100313923
hsa-mir-3150b	100500907
hsa-mir-449b	693123
hsa-mir-103b-2"	100302282
hsa-mir-25	407014
hsa-mir-28	407020
hsa-mir-22	407004
hsa-mir-3197	100423023
hsa-mir-3196	100423014
hsa-mir-3195	100422838
hsa-mir-3118-4	100422935
hsa-mir-103b-1"	100302238
hsa-mir-3118-2	100422949
hsa-mir-3118-3	100422844
hsa-mir-3190	100422899
hsa-mir-718	100313781
hsa-mir-3118-1	100423008
hsa-mir-2964a	100616335
hsa-mir-3194	100422889
hsa-mir-3193	100422904
hsa-mir-3192	100422875
hsa-mir-3191	100422832
hsa-mir-711	100313843
hsa-mir-31	407035
hsa-mir-32	407036
hsa-mir-3130-3"	100422993
hsa-mir-7107	102465665
hsa-mir-7106	102466222
hsa-mir-708	100126333
hsa-let-7i	406891
hsa-let-7g	406890
hsa-let-7d	406886
hsa-let-7e	406887
hsa-let-7b	406884
hsa-let-7c	406885
hsa-mir-7109	102465666
hsa-mir-7108	102466806
hsa-mir-3130-4"	100423002
hsa-mir-3180-2	100422956
hsa-mir-3180-1	100422870
hsa-mir-3180-4	100500852
hsa-mir-3180-3	100422836
hsa-mir-3180-5	100500916
hsa-mir-95	407052
hsa-mir-96	407053
hsa-mir-93	407050
hsa-mir-98	407054
hsa-mir-1827	100302217
hsa-mir-5681b	100847091
hsa-mir-1825	100302183
hsa-mir-5681a	100847058
hsa-mir-7111	102465668
hsa-mir-7114	102466223
hsa-mir-7113	102465669
hsa-mir-7110	102465667
mir-137"	406928
hsa-mir-7-1	407043
hsa-mir-7-3	407045
hsa-mir-7-2	407044
