miRNA_normalized_dat_mean_centered_w_fam_names_14072020.txt,miRNA_family	protein_normalized_dat_mean_centered_14072020.txt,entrezs
mir-19-3p	1185
mir-19-3p	1181
mir-19-3p	392
mir-19-3p	394
mir-19-3p	23503
mir-19-3p	147463
mir-19-3p	23253
mir-19-3p	2255
mir-19-3p	152110
mir-19-3p	162073
mir-19-3p	23499
mir-19-3p	491
mir-19-3p	27032
mir-19-3p	79625
mir-19-3p	9693
mir-19-3p	11069
mir-19-3p	4782
mir-19-3p	4781
mir-19-3p	4774
mir-19-3p	22936
mir-19-3p	2004
mir-19-3p	10294
mir-19-3p	3337
mir-19-3p	23233
mir-19-3p	8030
mir-19-3p	4012
mir-19-3p	91754
mir-19-3p	2298
mir-19-3p	653361
mir-19-3p	2295
mir-19-3p	196477
mir-19-3p	29094
mir-19-3p	57194
mir-19-3p	23250
mir-19-3p	26960
mir-19-3p	2182
mir-19-3p	90120
mir-19-3p	477
mir-19-3p	8682
mir-19-3p	93986
mir-19-3p	27086
mir-19-3p	283209
mir-19-3p	84146
mir-19-3p	23060
mir-19-3p	55279
mir-19-3p	53347
mir-19-3p	6249
mir-19-3p	7528
mir-19-3p	7552
mir-19-3p	374655
mir-19-3p	619279
mir-19-3p	3178
mir-19-3p	400720
mir-19-3p	4084
mir-19-3p	5597
mir-19-3p	5594
mir-19-3p	5599
mir-19-3p	128611
mir-19-3p	114880
mir-19-3p	152485
mir-19-3p	3233
mir-19-3p	3231
mir-19-3p	168850
mir-19-3p	3202
mir-19-3p	25819
mir-19-3p	3205
mir-19-3p	6581
mir-19-3p	5524
mir-19-3p	2011
mir-19-3p	84898
mir-19-3p	200350
mir-19-3p	286380
mir-19-3p	146691
mir-19-3p	57619
mir-19-3p	64641
mir-19-3p	1879
mir-19-3p	151963
mir-19-3p	123041
mir-19-3p	57419
mir-19-3p	115426
mir-19-3p	317649
mir-19-3p	293
mir-19-3p	1982
mir-19-3p	894
mir-19-3p	595
mir-19-3p	84665
mir-19-3p	1974
mir-19-3p	4171
mir-19-3p	4610
mir-19-3p	4613
mir-19-3p	9794
mir-19-3p	83452
mir-19-3p	890
mir-19-3p	84456
mir-19-3p	5172
mir-19-3p	905
mir-19-3p	4131
mir-19-3p	200576
mir-19-3p	221035
mir-19-3p	65055
mir-19-3p	83986
mir-19-3p	376497
mir-19-3p	1837
mir-19-3p	3673
mir-19-3p	3655
mir-19-3p	3690
mir-19-3p	3696
mir-19-3p	23309
mir-19-3p	23041
mir-19-3p	91408
mir-19-3p	4773
mir-19-3p	6307
mir-19-3p	9761
mir-19-3p	4825
mir-19-3p	92126
mir-19-3p	124540
mir-19-3p	3157
mir-19-3p	7764
mir-19-3p	54462
mir-19-3p	2561
mir-19-3p	84930
mir-19-3p	7009
mir-19-3p	3175
mir-19-3p	22823
mir-19-3p	195828
mir-19-3p	81671
mir-19-3p	51765
mir-19-3p	9575
mir-19-3p	148789
mir-19-3p	23307
mir-19-3p	55809
mir-19-3p	84627
mir-19-3p	353274
mir-19-3p	115
mir-19-3p	9658
mir-19-3p	25925
mir-19-3p	80326
mir-19-3p	9231
mir-19-3p	8655
mir-19-3p	10564
mir-19-3p	10565
mir-19-3p	1745
mir-19-3p	1747
mir-19-3p	10572
mir-19-3p	3707
mir-19-3p	153
mir-19-3p	27122
mir-19-3p	730094
mir-19-3p	80262
mir-19-3p	27286
mir-19-3p	6733
mir-19-3p	4194
mir-19-3p	29082
mir-19-3p	152006
mir-19-3p	22838
mir-19-3p	57496
mir-19-3p	26994
mir-19-3p	51555
mir-19-3p	27236
mir-19-3p	10957
mir-19-3p	145282
mir-19-3p	7410
mir-19-3p	9218
mir-19-3p	9824
mir-19-3p	79577
mir-19-3p	23408
mir-19-3p	4281
mir-19-3p	57534
mir-19-3p	79016
mir-19-3p	29775
mir-19-3p	10317
mir-19-3p	143162
mir-19-3p	167227
mir-19-3p	55758
mir-19-3p	6924
mir-19-3p	81617
mir-19-3p	1656
mir-19-3p	158471
mir-19-3p	22863
mir-19-3p	9901
mir-19-3p	84301
mir-19-3p	84971
mir-19-3p	5286
mir-19-3p	84328
mir-19-3p	1605
mir-19-3p	58489
mir-19-3p	1627
mir-19-3p	80727
mir-19-3p	10251
mir-19-3p	8932
mir-19-3p	114785
mir-19-3p	5529
mir-19-3p	5525
mir-19-3p	143187
mir-19-3p	8526
mir-19-3p	23074
mir-19-3p	148867
mir-19-3p	80005
mir-19-3p	9732
mir-19-3p	1795
mir-19-3p	57188
mir-19-3p	64750
mir-19-3p	57154
mir-19-3p	8763
mir-19-3p	23208
mir-19-3p	56261
mir-19-3p	1318
mir-19-3p	864
mir-19-3p	170692
mir-19-3p	170691
mir-19-3p	7128
mir-19-3p	51006
mir-19-3p	1540
mir-19-3p	23169
mir-19-3p	3486
mir-19-3p	9706
mir-19-3p	4036
mir-19-3p	222553
mir-19-3p	9101
mir-19-3p	9098
mir-19-3p	54020
mir-19-3p	90355
mir-19-3p	137886
mir-19-3p	134553
mir-19-3p	862
mir-19-3p	5140
mir-19-3p	8654
mir-19-3p	5141
mir-19-3p	27115
mir-19-3p	64762
mir-19-3p	147381
mir-19-3p	166968
mir-19-3p	57708
mir-19-3p	27297
mir-19-3p	144577
mir-19-3p	50488
mir-19-3p	84056
mir-19-3p	22801
mir-19-3p	22866
mir-19-3p	5291
mir-19-3p	5290
mir-19-3p	9649
mir-19-3p	55103
mir-19-3p	7352
mir-19-3p	8503
mir-19-3p	340485
mir-19-3p	286826
mir-19-3p	51004
mir-19-3p	56956
mir-19-3p	6310
mir-19-3p	6314
mir-19-3p	79733
mir-19-3p	57528
mir-19-3p	51527
mir-19-3p	8065
mir-19-3p	254887
mir-19-3p	84243
mir-19-3p	344558
mir-19-3p	1490
mir-19-3p	123879
mir-19-3p	54165
mir-19-3p	114134
mir-19-3p	89782
mir-19-3p	91452
mir-19-3p	199857
mir-19-3p	3949
mir-19-3p	4076
mir-19-3p	65981
mir-19-3p	8997
mir-19-3p	55176
mir-19-3p	29927
mir-19-3p	9743
mir-19-3p	2355
mir-19-3p	80219
mir-19-3p	94134
mir-19-3p	56731
mir-19-3p	442213
mir-19-3p	3572
mir-19-3p	7485
mir-19-3p	1106
mir-19-3p	23592
mir-19-3p	145226
mir-19-3p	254048
mir-19-3p	29855
mir-19-3p	5412
mir-19-3p	1268
mir-19-3p	3554
mir-19-3p	51517
mir-19-3p	57659
mir-19-3p	1213
mir-19-3p	22864
mir-142-3p.1	200081
mir-142-3p.1	55197
mir-142-3p.1	147339
mir-142-3p.1	598
mir-142-3p.1	7403
mir-142-3p.1	11177
mir-142-3p.1	651746
mir-142-3p.1	22877
mir-142-3p.1	204851
mir-142-3p.1	23174
mir-142-3p.1	219654
mir-142-3p.1	92689
mir-142-3p.1	5294
mir-142-3p.1	29966
mir-142-3p.1	7042
mir-142-3p.1	11141
mir-142-3p.1	65267
mir-142-3p.1	55729
mir-142-3p.1	146850
mir-142-3p.1	84255
mir-142-3p.1	55089
mir-142-3p.1	57649
mir-142-3p.1	23673
mir-142-3p.1	10559
mir-142-3p.1	80255
mir-142-3p.1	93380
mir-142-3p.1	4297
mir-142-3p.1	1525
mir-142-3p.1	57224
mir-142-3p.1	159296
mir-142-3p.1	23613
mir-142-3p.1	331
mir-142-3p.1	55727
mir-142-3p.1	3624
mir-142-3p.1	22820
mir-142-3p.1	80829
mir-142-3p.1	84888
mir-142-3p.1	56261
mir-142-3p.1	79718
mir-142-3p.1	2342
mir-142-3p.1	56121
mir-142-3p.1	79751
mir-142-3p.1	4627
mir-142-3p.1	84335
mir-142-3p.1	100529241
mir-142-3p.1	200933
mir-142-3p.1	23014
mir-142-3p.1	53353
mir-142-3p.1	4638
mir-142-3p.1	4208
mir-142-3p.1	3632
mir-142-3p.1	22862
mir-142-3p.1	221037
mir-142-3p.1	55227
mir-142-3p.1	134553
mir-142-3p.1	25843
mir-142-3p.1	28982
mir-142-3p.1	132864
mir-142-3p.1	51100
mir-142-3p.1	4211
mir-142-3p.1	124540
mir-142-3p.1	54904
mir-142-3p.1	8976
mir-142-3p.1	29924
mir-142-3p.1	79875
mir-142-3p.1	9508
mir-142-3p.1	10424
mir-142-3p.1	23085
mir-142-3p.1	51406
mir-142-3p.1	3183
mir-142-3p.1	374986
mir-142-3p.1	5514
mir-142-3p.1	284352
mir-142-3p.1	26273
mir-142-3p.1	55706
mir-142-3p.1	8842
mir-142-3p.1	8440
mir-142-3p.1	4781
mir-142-3p.1	6239
mir-142-3p.1	27436
mir-142-3p.1	54437
mir-142-3p.1	5629
mir-142-3p.1	342371
mir-142-3p.1	5638
mir-142-3p.1	2957
mir-142-3p.1	23108
mir-142-3p.1	23583
mir-142-3p.1	64399
mir-142-3p.1	375346
mir-142-3p.1	11070
mir-142-3p.1	678
mir-142-3p.1	6507
mir-142-3p.1	23102
mir-142-3p.1	4337
mir-142-3p.1	161742
mir-142-3p.1	8301
mir-142-3p.1	5864
mir-142-3p.1	9545
mir-142-3p.1	5862
mir-142-3p.1	5861
mir-142-3p.1	201475
mir-142-3p.1	51652
mir-142-3p.1	1145
mir-142-3p.1	11044
mir-142-3p.1	255631
mir-142-3p.1	79668
mir-142-3p.1	114609
mir-142-3p.1	58476
mir-142-3p.1	23598
mir-142-3p.1	63899
mir-142-3p.1	4296
mir-142-3p.1	84919
mir-142-3p.1	90809
mir-142-3p.1	27230
mir-142-3p.1	26071
mir-142-3p.1	8933
mir-142-3p.1	5693
mir-142-3p.1	6935
mir-142-3p.1	9839
mir-142-3p.1	117289
mir-142-3p.1	488
mir-142-3p.1	54622
mir-142-3p.1	112574
mir-142-3p.1	2670
mir-142-3p.1	2672
mir-142-3p.1	4082
mir-142-3p.1	481
mir-142-3p.1	64710
mir-142-3p.1	406
mir-142-3p.1	5366
mir-142-3p.1	171389
mir-142-3p.1	55122
mir-142-3p.1	4261
mir-142-3p.1	57551
mir-142-3p.1	1783
mir-142-3p.1	2280
mir-142-3p.1	7514
mir-142-3p.1	55624
mir-142-3p.1	9306
mir-142-3p.1	1903
mir-142-3p.1	9991
mir-142-3p.1	92
mir-142-3p.1	4628
mir-142-3p.1	2549
mir-142-3p.1	25943
mir-142-3p.1	23365
mir-142-3p.1	22836
mir-142-3p.1	3993
mir-142-3p.1	5530
mir-142-3p.1	9341
mir-142-3p.1	5534
mir-142-3p.1	114793
mir-142-3p.1	25970
mir-142-3p.1	8853
mir-142-3p.1	56253
mir-142-3p.1	3146
mir-142-3p.1	3159
mir-142-3p.1	8091
mir-142-3p.1	57799
mir-142-3p.1	54502
mir-142-3p.1	5618
mir-142-3p.1	54439
mir-142-3p.1	50813
mir-142-3p.1	9698
mir-142-3p.1	5814
mir-142-3p.1	4644
mir-142-3p.1	9774
mir-142-3p.1	5937
mir-142-3p.1	8766
mir-142-3p.1	55893
mir-142-3p.1	100526767
mir-142-3p.1	7764
mir-142-3p.1	2778
mir-142-3p.1	2776
mir-142-3p.1	2783
mir-142-3p.1	55870
mir-142-3p.1	57827
mir-142-3p.1	22834
mir-142-3p.1	114991
mir-142-3p.1	84146
mir-142-3p.1	6907
mir-142-3p.1	128611
mir-142-3p.1	152485
mir-142-3p.1	6664
mir-142-3p.1	140688
mir-142-3p.1	10336
mir-142-3p.1	6446
mir-142-3p.1	400
mir-142-3p.1	140460
mir-142-3p.1	2800
mir-142-3p.1	100529261
mir-142-3p.1	150094
mir-142-3p.1	23235
mir-142-3p.1	23236
mir-142-3p.1	146057
mir-142-3p.1	25930
mir-142-3p.1	6500
mir-142-3p.1	25831
mir-142-3p.1	57561
mir-142-3p.1	23049
mir-142-3p.1	54897
mir-142-3p.1	26762
mir-142-3p.1	3654
mir-142-3p.1	10350
mir-142-3p.1	5825
mir-142-3p.1	84947
mir-142-3p.1	288
mir-142-3p.1	3799
mir-142-3p.1	79042
mir-142-3p.1	399474
mir-142-3p.1	11143
mir-142-3p.1	6538
mir-142-3p.1	83985
mir-142-3p.1	1500
mir-142-3p.1	6924
mir-142-3p.1	6660
mir-142-3p.1	25976
mir-142-3p.1	6760
mir-142-3p.1	5151
mir-142-3p.1	5142
mir-142-3p.1	8027
mir-142-3p.1	6856
mir-142-3p.1	80262
mir-142-3p.1	8417
mir-142-3p.1	51430
mir-142-3p.1	27320
mir-142-3p.1	3575
mir-142-3p.1	23543
mir-142-3p.1	55054
mir-142-3p.1	473
mir-142-3p.1	6008
mir-142-3p.1	91452
mir-142-3p.1	5863
mir-142-3p.1	10527
mir-142-3p.1	253430
mir-142-3p.1	7046
mir-142-3p.1	11320
mir-142-3p.1	6311
mir-142-3p.1	6314
mir-142-3p.1	8870
mir-142-3p.1	83593
mir-142-3p.1	5916
mir-142-3p.1	26009
mir-142-3p.1	5879
mir-142-3p.1	27
mir-142-3p.1	10152
mir-142-3p.1	3572
mir-142-3p.1	8030
mir-142-3p.1	4303
mir-142-3p.1	2308
mir-142-3p.1	8850
mir-142-3p.1	4299
mir-142-3p.1	2334
mir-142-3p.1	1184
mir-142-3p.1	9528
mir-142-3p.1	23657
mir-142-3p.1	84159
mir-142-3p.1	114804
mir-142-3p.1	51014
mir-142-3p.1	25932
mir-142-3p.1	905
mir-142-3p.1	23671
mir-142-3p.1	54906
mir-142-3p.1	51773
mir-142-3p.1	91369
mir-142-3p.1	29123
mir-142-3p.1	4140
mir-142-3p.1	115
mir-142-3p.1	64718
mir-142-3p.1	353189
mir-142-3p.1	9575
mir-142-3p.1	94134
mir-142-3p.1	203228
mir-142-3p.1	8516
mir-142-3p.1	3685
mir-142-3p.1	3696
mir-142-3p.1	84612
mir-142-3p.1	9181
mir-142-3p.1	8491
mir-142-3p.1	26503
mir-142-3p.1	152006
mir-142-3p.1	11237
mir-142-3p.1	5608
mir-142-3p.1	55885
mir-142-3p.1	285513
mir-142-3p.1	7003
mir-142-3p.1	2017
mir-142-3p.1	3707
mir-142-3p.1	283554
mir-142-3p.1	253260
mir-142-3p.1	65977
mir-142-3p.1	132720
mir-142-3p.1	9712
mir-142-3p.1	324
mir-142-3p.1	57494
mir-142-3p.1	5049
mir-142-3p.1	3710
mir-142-3p.1	26298
mir-142-3p.1	2078
mir-142-3p.1	22841
mir-142-3p.1	11014
mir-142-3p.1	1398
mir-142-3p.1	7402
mir-142-3p.1	2690
mir-142-3p.1	22907
mir-142-3p.1	23787
mir-142-3p.1	4133
mir-142-3p.1	4026
mir-142-3p.1	80267
mir-142-3p.1	55379
mir-142-3p.1	2615
mir-142-3p.1	10234
mir-142-3p.1	10420
mir-142-3p.1	114785
mir-142-3p.1	3640
mir-142-3p.1	9444
mir-142-3p.1	4905
mir-142-3p.1	57105
mir-142-3p.1	8658
mir-142-3p.1	66036
mir-142-3p.1	93621
mir-142-3p.1	7404
mir-142-3p.1	51479
mir-142-3p.1	11083
mir-142-3p.1	10342
mir-142-3p.1	7171
mir-142-3p.1	9475
mir-142-3p.1	51621
mir-142-3p.1	221833
mir-142-3p.1	6671
mir-142-3p.1	54796
mir-142-3p.1	330
mir-142-3p.1	23118
mir-142-3p.1	51663
mir-142-3p.1	9643
mir-142-3p.1	10933
mir-142-3p.1	3788
mir-142-3p.1	8681
mir-142-3p.1	3763
mir-142-3p.1	91272
mir-142-3p.1	58525
mir-142-3p.1	23435
mir-142-3p.1	23294
mir-142-3p.1	200424
mir-142-3p.1	55852
mir-142-3p.1	5717
mir-142-3p.1	151888
mir-142-3p.1	81839
mir-142-3p.1	26984
mir-142-3p.1	60468
mir-142-3p.1	571
mir-142-3p.1	23067
mir-142-3p.1	55159
mir-142-3p.1	84458
mir-142-3p.1	254065
mir-142-3p.1	55745
mir-142-3p.1	25938
mir-142-3p.1	1211
mir-142-3p.1	10659
mir-142-3p.1	84925
mir-142-3p.1	23142
mir-142-3p.1	29097
mir-142-3p.1	25839
mir-142-3p.1	9975
mir-142-3p.1	360023
mir-142-3p.1	26137
mir-142-3p.1	65986
mir-142-3p.1	63905
mir-142-3p.1	2908
mir-142-3p.1	11238
mir-142-3p.1	2063
mir-142-3p.1	5028
mir-142-3p.1	8832
mir-142-3p.1	54874
mir-142-3p.1	8573
mir-142-3p.1	5756
mir-142-3p.1	6780
mir-142-3p.1	54619
mir-142-3p.1	10254
mir-142-3p.1	1073
mir-142-3p.1	8556
mir-490-3p	79023
mir-490-3p	388591
mir-490-3p	91147
mir-490-3p	376940
mir-490-3p	862
mir-490-3p	27246
mir-490-3p	2551
mir-490-3p	55089
mir-490-3p	55832
mir-490-3p	51490
mir-490-3p	28973
mir-490-3p	57690
mir-490-3p	25945
mir-490-3p	64427
mir-490-3p	2915
mir-490-3p	9253
mir-490-3p	58487
mir-490-3p	10106
mir-490-3p	7046
mir-490-3p	1911
mir-490-3p	65244
mir-490-3p	57546
mir-490-3p	3340
mir-490-3p	1488
mir-490-3p	51409
mir-490-3p	54800
mir-490-3p	283459
mir-490-3p	55331
mir-490-3p	3178
mir-490-3p	220988
mir-490-3p	170954
mir-490-3p	388403
mir-490-3p	55917
mir-490-3p	10565
mir-490-3p	89792
mir-490-3p	4124
mir-490-3p	79712
mir-490-3p	5782
mir-490-3p	84441
mir-490-3p	10959
mir-490-3p	7461
mir-490-3p	7416
mir-490-3p	5594
mir-490-3p	23119
mir-490-3p	57532
mir-490-3p	91369
mir-490-3p	283373
mir-490-3p	9480
mir-490-3p	2308
mir-490-3p	137964
mir-490-3p	57679
mir-490-3p	60529
mir-490-3p	6341
mir-490-3p	55670
mir-490-3p	79577
mir-490-3p	7005
mir-490-3p	6790
mir-490-3p	29766
mir-490-3p	26523
mir-490-3p	6257
mir-490-3p	9575
mir-490-3p	100499483
mir-490-3p	91851
mir-490-3p	256643
mir-490-3p	9798
mir-490-3p	79647
mir-490-3p	55122
mir-490-3p	84872
mir-490-3p	80351
mir-490-3p	7014
mir-490-3p	5717
mir-490-3p	85379
mir-490-3p	5325
mir-490-3p	6453
mir-490-3p	10914
mir-490-3p	25909
mir-490-3p	80853
mir-490-3p	10921
mir-490-3p	9684
mir-490-3p	3752
mir-490-3p	3748
mir-490-3p	10089
mir-490-3p	7019
mir-490-3p	54790
mir-490-3p	200424
mir-490-3p	23281
mir-490-3p	30000
mir-490-3p	84950
mir-490-3p	92521
mir-490-3p	51621
mir-490-3p	60490
mir-490-3p	7182
mir-490-3p	56946
mir-490-3p	55206
mir-490-3p	29883
mir-490-3p	10735
mir-490-3p	5610
mir-490-3p	100507421
mir-490-3p	27240
mir-490-3p	79605
mir-490-3p	23080
mir-490-3p	60468
mir-490-3p	1174
mir-490-3p	3556
mir-490-3p	23181
mir-490-3p	134111
mir-490-3p	55745
mir-490-3p	2683
mir-490-3p	26040
mir-490-3p	3181
mir-490-3p	100113407
mir-490-3p	283463
mir-490-3p	1435
mir-490-3p	80223
mir-490-3p	28996
mir-490-3p	6602
mir-490-3p	23242
mir-490-3p	161357
mir-490-3p	10054
mir-490-3p	3703
mir-490-3p	51400
mir-490-3p	5537
mir-490-3p	2773
mir-490-3p	199870
mir-490-3p	113828
mir-490-3p	9044
mir-490-3p	401944
mir-490-3p	967
mir-490-3p	6330
mir-490-3p	84859
mir-490-3p	10987
mir-490-3p	84961
mir-490-3p	85508
mir-490-3p	127281
mir-490-3p	58508
mir-490-3p	463
mir-490-3p	79602
mir-490-3p	165186
mir-490-3p	4209
mir-490-3p	51588
mir-490-3p	2288
mir-490-3p	56675
mir-490-3p	8204
mir-490-3p	2675
mir-490-3p	54868
mir-490-3p	55197
mir-490-3p	29091
mir-490-3p	26010
mir-490-3p	128637
mir-490-3p	85027
mir-490-3p	4133
mir-490-3p	9053
mir-490-3p	55777
mir-490-3p	114785
mir-490-3p	23786
mir-490-3p	11212
mir-490-3p	8912
mir-490-3p	5961
mir-490-3p	55421
mir-490-3p	9875
mir-490-3p	150368
mir-490-3p	84923
mir-490-3p	63973
mir-490-3p	4761
mir-490-3p	51059
mir-490-3p	9527
mir-490-3p	79829
mir-490-3p	51582
mir-490-3p	51552
mir-490-3p	6461
mir-490-3p	389058
mir-490-3p	22941
mir-490-3p	26059
mir-490-3p	140730
mir-490-3p	23516
mir-490-3p	8034
mir-490-3p	92597
mir-490-3p	285203
mir-490-3p	9538
mir-490-3p	55609
mir-490-3p	11309
mir-490-3p	1810
mir-490-3p	23152
mir-490-3p	1368
mir-490-3p	1362
mir-490-3p	317649
mir-490-3p	79101
mir-490-3p	64710
mir-490-3p	8396
mir-490-3p	51397
mir-490-3p	5069
mir-490-3p	401647
mir-490-3p	84179
mir-490-3p	1456
mir-490-3p	4440
mir-490-3p	2560
mir-490-3p	2562
mir-490-3p	51614
mir-490-3p	55033
mir-490-3p	65117
mir-490-3p	55214
mir-490-3p	3066
mir-490-3p	29914
mir-490-3p	60598
mir-490-3p	55204
mir-490-3p	9462
mir-490-3p	55193
mir-490-3p	6533
mir-490-3p	345079
mir-490-3p	3840
mir-490-3p	3837
mir-490-3p	7756
mir-490-3p	406
mir-490-3p	6507
mir-490-3p	55893
mir-490-3p	57551
mir-490-3p	10521
mir-490-3p	23705
mir-490-3p	5454
mir-490-3p	6653
mir-490-3p	91603
mir-490-3p	5094
mir-490-3p	5093
mir-490-3p	7531
mir-490-3p	57606
mir-490-3p	55692
mir-490-3p	27253
mir-490-3p	55841
mir-490-3p	80014
mir-490-3p	8091
mir-490-3p	10137
mir-490-3p	57706
mir-490-3p	151987
mir-324-5p	377
mir-324-5p	1641
mir-324-5p	51141
mir-324-5p	351
mir-324-5p	53344
mir-324-5p	4337
mir-324-5p	23729
mir-324-5p	6532
mir-324-5p	23429
mir-324-5p	158763
mir-324-5p	29780
mir-324-5p	10197
mir-324-5p	5906
mir-324-5p	8633
mir-324-5p	55209
mir-324-5p	27
mir-324-5p	9827
mir-324-5p	753
mir-324-5p	100533184
mir-324-5p	57526
mir-324-5p	145501
mir-324-5p	25896
mir-324-5p	55205
mir-324-5p	4209
mir-324-5p	23172
mir-324-5p	338811
mir-324-5p	65084
mir-324-5p	23051
mir-324-5p	51320
mir-324-5p	25827
mir-324-5p	92421
mir-324-5p	125058
mir-324-5p	25836
mir-324-5p	81575
mir-324-5p	91522
mir-324-5p	54856
mir-324-5p	7795
mir-324-5p	2899
mir-324-5p	348995
mir-324-5p	57520
mir-324-5p	1827
mir-324-5p	55203
mir-324-5p	6602
mir-324-5p	79012
mir-324-5p	257160
mir-324-5p	254225
mir-324-5p	1040
mir-324-5p	25943
mir-324-5p	10988
mir-324-5p	285973
mir-324-5p	1105
mir-324-5p	57720
mir-324-5p	23211
mir-324-5p	23466
mir-324-5p	84248
mir-324-5p	51274
mir-324-5p	8609
mir-324-5p	200424
mir-324-5p	6046
mir-324-5p	1994
mir-324-5p	23543
mir-324-5p	7543
mir-324-5p	4248
mir-324-5p	58476
mir-324-5p	6872
mir-324-5p	7482
mir-324-5p	55544
mir-324-5p	92400
mir-324-5p	3149
mir-324-5p	5669
mir-324-5p	5789
mir-324-5p	5792
mir-324-5p	5775
mir-324-5p	23254
mir-324-5p	5901
mir-324-5p	3842
mir-324-5p	6656
mir-324-5p	51161
mir-324-5p	8139
mir-324-5p	2534
mir-324-5p	8220
mir-324-5p	3680
mir-324-5p	10725
mir-324-5p	139065
mir-324-5p	7416
mir-324-5p	904
mir-324-5p	9542
mir-324-5p	2132
mir-324-5p	2070
mir-324-5p	5127
mir-324-5p	6830
mir-324-5p	26040
mir-324-5p	8613
mir-324-5p	269
mir-324-5p	139285
mir-324-5p	22838
mir-324-5p	28232
mir-324-5p	1463
mir-324-5p	10801
mir-324-5p	4293
mir-324-5p	7704
mir-324-5p	84665
mir-324-5p	4009
mir-324-5p	9468
mir-324-5p	160851
mir-324-5p	140706
mir-324-5p	1742
mir-324-5p	23023
mir-324-5p	1183
mir-324-5p	9099
mir-324-5p	9764
mir-324-5p	8026
mir-324-5p	1627
mir-324-5p	10494
mir-324-5p	160760
mir-324-5p	223082
mir-324-5p	199699
mir-324-5p	55206
mir-324-5p	4848
mir-324-5p	55432
mir-324-5p	28985
mir-324-5p	140739
mir-324-5p	57522
mir-324-5p	8476
mir-324-5p	2878
mir-324-5p	2175
mir-324-5p	161145
mir-324-5p	4327
mir-324-5p	124935
mir-324-5p	387885
mir-324-5p	23399
mir-324-5p	10052
mir-324-5p	5087
mir-324-5p	2686
mir-324-5p	1911
mir-324-5p	222658
mir-324-5p	79004
mir-324-5p	871
mir-324-5p	6093
mir-324-5p	392255
mir-324-5p	51621
mir-324-5p	220988
mir-324-5p	343990
mir-324-5p	142891
mir-324-5p	84620
mir-324-5p	80204
mir-324-5p	9712
mir-324-5p	3748
mir-324-5p	164
mir-15-5p/16-5p/195-5p/424-5p/497-5p	5592
mir-15-5p/16-5p/195-5p/424-5p/497-5p	5580
mir-15-5p/16-5p/195-5p/424-5p/497-5p	79147
mir-15-5p/16-5p/195-5p/424-5p/497-5p	64778
mir-15-5p/16-5p/195-5p/424-5p/497-5p	221037
mir-15-5p/16-5p/195-5p/424-5p/497-5p	140831
mir-15-5p/16-5p/195-5p/424-5p/497-5p	79987
mir-15-5p/16-5p/195-5p/424-5p/497-5p	54583
mir-15-5p/16-5p/195-5p/424-5p/497-5p	112398
mir-15-5p/16-5p/195-5p/424-5p/497-5p	55294
mir-15-5p/16-5p/195-5p/424-5p/497-5p	89882
mir-15-5p/16-5p/195-5p/424-5p/497-5p	51317
mir-15-5p/16-5p/195-5p/424-5p/497-5p	11153
mir-15-5p/16-5p/195-5p/424-5p/497-5p	84102
mir-15-5p/16-5p/195-5p/424-5p/497-5p	4952
mir-15-5p/16-5p/195-5p/424-5p/497-5p	196996
mir-15-5p/16-5p/195-5p/424-5p/497-5p	65983
mir-15-5p/16-5p/195-5p/424-5p/497-5p	11339
mir-15-5p/16-5p/195-5p/424-5p/497-5p	5961
mir-15-5p/16-5p/195-5p/424-5p/497-5p	5565
mir-15-5p/16-5p/195-5p/424-5p/497-5p	55771
mir-15-5p/16-5p/195-5p/424-5p/497-5p	2339
mir-15-5p/16-5p/195-5p/424-5p/497-5p	6609
mir-15-5p/16-5p/195-5p/424-5p/497-5p	84950
mir-15-5p/16-5p/195-5p/424-5p/497-5p	1030
mir-15-5p/16-5p/195-5p/424-5p/497-5p	2041
mir-15-5p/16-5p/195-5p/424-5p/497-5p	2045
mir-15-5p/16-5p/195-5p/424-5p/497-5p	26524
mir-15-5p/16-5p/195-5p/424-5p/497-5p	10670
mir-15-5p/16-5p/195-5p/424-5p/497-5p	64599
mir-15-5p/16-5p/195-5p/424-5p/497-5p	2322
mir-15-5p/16-5p/195-5p/424-5p/497-5p	9783
mir-15-5p/16-5p/195-5p/424-5p/497-5p	55802
mir-15-5p/16-5p/195-5p/424-5p/497-5p	50859
mir-15-5p/16-5p/195-5p/424-5p/497-5p	90853
mir-15-5p/16-5p/195-5p/424-5p/497-5p	80183
mir-15-5p/16-5p/195-5p/424-5p/497-5p	120114
mir-15-5p/16-5p/195-5p/424-5p/497-5p	79633
mir-15-5p/16-5p/195-5p/424-5p/497-5p	2194
mir-15-5p/16-5p/195-5p/424-5p/497-5p	6376
mir-15-5p/16-5p/195-5p/424-5p/497-5p	84961
mir-15-5p/16-5p/195-5p/424-5p/497-5p	134353
mir-15-5p/16-5p/195-5p/424-5p/497-5p	6239
mir-15-5p/16-5p/195-5p/424-5p/497-5p	254170
mir-15-5p/16-5p/195-5p/424-5p/497-5p	692312
mir-15-5p/16-5p/195-5p/424-5p/497-5p	440574
mir-15-5p/16-5p/195-5p/424-5p/497-5p	23014
mir-15-5p/16-5p/195-5p/424-5p/497-5p	126433
mir-15-5p/16-5p/195-5p/424-5p/497-5p	26267
mir-15-5p/16-5p/195-5p/424-5p/497-5p	115290
mir-15-5p/16-5p/195-5p/424-5p/497-5p	11124
