miRNA_normalized_dat_mean_centered_w_fam_names_14072020.txt,miRNA_family	protein_normalized_dat_mean_centered_14072020.txt,entrezs
mir-26-5p	3980
mir-26-5p	3977
mir-26-5p	144455
mir-26-5p	1268
mir-26-5p	10054
mir-26-5p	254048
mir-26-5p	197131
mir-26-5p	3975
mir-26-5p	23352
mir-26-5p	130507
mir-26-5p	9848
mir-26-5p	9132
mir-26-5p	1054
mir-26-5p	3775
mir-26-5p	28982
mir-26-5p	3782
mir-26-5p	829
mir-26-5p	3788
mir-26-5p	139818
mir-26-5p	7368
mir-26-5p	51422
mir-26-5p	5563
mir-26-5p	89782
mir-26-5p	285753
mir-26-5p	1490
mir-26-5p	84298
mir-26-5p	23506
mir-26-5p	54532
mir-26-5p	23150
mir-26-5p	8239
mir-26-5p	23185
mir-26-5p	29761
mir-26-5p	9958
mir-26-5p	25862
mir-26-5p	57695
mir-26-5p	54726
mir-26-5p	220213
mir-26-5p	23063
mir-26-5p	55745
mir-26-5p	9706
mir-26-5p	8408
mir-26-5p	23401
mir-26-5p	95681
mir-26-5p	23270
mir-26-5p	341208
mir-26-5p	51317
mir-26-5p	222484
mir-26-5p	114825
mir-26-5p	160518
mir-26-5p	10659
mir-26-5p	10658
mir-26-5p	9352
mir-26-5p	5537
mir-26-5p	26108
mir-26-5p	54165
mir-26-5p	55604
mir-26-5p	123879
mir-26-5p	57460
mir-26-5p	345557
mir-26-5p	7586
mir-26-5p	7745
mir-26-5p	266812
mir-26-5p	9823
mir-26-5p	201780
mir-26-5p	57688
mir-26-5p	57643
mir-26-5p	55206
mir-26-5p	775
mir-26-5p	7337
mir-26-5p	3093
mir-26-5p	55284
mir-26-5p	7328
mir-26-5p	10277
mir-26-5p	9960
mir-26-5p	6558
mir-26-5p	1601
mir-26-5p	80031
mir-26-5p	51439
mir-26-5p	152503
mir-26-5p	8099
mir-26-5p	4300
mir-26-5p	5028
mir-26-5p	283742
mir-26-5p	25940
mir-26-5p	64645
mir-26-5p	9806
mir-26-5p	342667
mir-26-5p	1612
mir-26-5p	2028
mir-26-5p	9705
mir-26-5p	56977
mir-26-5p	10402
mir-26-5p	28996
mir-26-5p	204851
mir-26-5p	57634
mir-26-5p	55068
mir-26-5p	3925
mir-26-5p	2033
mir-26-5p	3094
mir-26-5p	55553
mir-26-5p	6660
mir-26-5p	29994
mir-26-5p	7403
mir-26-5p	10672
mir-26-5p	26973
mir-26-5p	84826
mir-26-5p	55425
mir-26-5p	84133
mir-26-5p	11100
mir-26-5p	6789
mir-26-5p	8417
mir-26-5p	6815
mir-26-5p	7903
mir-26-5p	8082
mir-26-5p	578
mir-26-5p	27347
mir-26-5p	23248
mir-26-5p	58508
mir-26-5p	55809
mir-26-5p	23254
mir-26-5p	1525
mir-26-5p	57224
mir-26-5p	127833
mir-26-5p	26043
mir-26-5p	51283
mir-26-5p	7163
mir-26-5p	26207
mir-26-5p	729993
mir-26-5p	92181
mir-26-5p	130535
mir-26-5p	57528
mir-26-5p	222658
mir-26-5p	26575
mir-26-5p	201595
mir-26-5p	55342
mir-26-5p	317649
mir-26-5p	4325
mir-26-5p	4323
mir-26-5p	5291
mir-26-5p	1982
mir-26-5p	116441
mir-26-5p	55727
mir-26-5p	3625
mir-26-5p	3624
mir-26-5p	256380
mir-26-5p	23143
mir-26-5p	6925
mir-26-5p	8503
mir-26-5p	53944
mir-26-5p	91272
mir-26-5p	257397
mir-26-5p	23118
mir-26-5p	2557
mir-26-5p	6331
mir-26-5p	84919
mir-26-5p	3239
mir-26-5p	79776
mir-26-5p	463
mir-26-5p	55635
mir-26-5p	694
mir-26-5p	79932
mir-26-5p	145407
mir-26-5p	151888
mir-26-5p	2175
mir-26-5p	23657
mir-26-5p	1965
mir-26-5p	200424
mir-26-5p	54790
mir-26-5p	80312
mir-26-5p	4824
mir-26-5p	8609
mir-26-5p	9314
mir-26-5p	56938
mir-26-5p	84263
mir-26-5p	79905
mir-26-5p	1482
mir-26-5p	134957
mir-26-5p	26084
mir-26-5p	23365
mir-26-5p	9847
mir-26-5p	139411
mir-26-5p	57157
mir-26-5p	9377
mir-26-5p	57522
mir-26-5p	58476
mir-26-5p	94241
mir-26-5p	3987
mir-26-5p	9832
mir-26-5p	9686
mir-26-5p	11076
mir-26-5p	10140
mir-26-5p	9318
mir-26-5p	85450
mir-26-5p	55789
mir-876-5p	375035
mir-876-5p	148281
mir-876-5p	54474
mir-876-5p	6594
mir-876-5p	1795
mir-876-5p	121665
mir-876-5p	134265
mir-876-5p	387856
mir-876-5p	2186
mir-876-5p	120526
mir-876-5p	51277
mir-876-5p	85377
mir-876-5p	54788
mir-876-5p	55729
mir-876-5p	729993
mir-876-5p	5140
mir-876-5p	2560
mir-876-5p	26010
mir-876-5p	23307
mir-876-5p	199857
mir-876-5p	399694
mir-876-5p	54557
mir-876-5p	23235
mir-876-5p	257194
mir-876-5p	23037
mir-876-5p	3568
mir-876-5p	3229
mir-876-5p	202500
mir-876-5p	1964
mir-876-5p	6310
mir-876-5p	7436
mir-876-5p	6746
mir-876-5p	8694
mir-876-5p	57522
mir-876-5p	9901
mir-876-5p	51322
mir-876-5p	7490
mir-876-5p	58525
mir-876-5p	3192
mir-876-5p	7534
mir-876-5p	257407
mir-876-5p	10152
mir-876-5p	150590
mir-876-5p	11116
mir-876-5p	7143
mir-876-5p	64321
mir-876-5p	254170
mir-876-5p	6256
mir-876-5p	6461
mir-876-5p	219790
mir-876-5p	51009
mir-876-5p	6668
mir-876-5p	23429
mir-876-5p	814
mir-876-5p	29841
mir-876-5p	5493
mir-876-5p	130074
mir-876-5p	26355
mir-876-5p	55325
mir-876-5p	55832
mir-876-5p	26523
mir-876-5p	9444
mir-876-5p	57486
mir-876-5p	829
mir-876-5p	3149
mir-876-5p	8473
mir-876-5p	5201
mir-876-5p	4026
mir-876-5p	4330
mir-876-5p	115286
mir-876-5p	401612
mir-876-5p	286
mir-876-5p	56172
mir-876-5p	119504
mir-876-5p	5789
mir-876-5p	5786
mir-876-5p	286205
mir-876-5p	3034
mir-876-5p	5291
mir-876-5p	3416
mir-876-5p	376940
mir-876-5p	222658
mir-876-5p	3570
mir-876-5p	1641
mir-876-5p	55065
mir-876-5p	667
mir-876-5p	2020
mir-876-5p	178
mir-876-5p	56987
mir-876-5p	1121
mir-876-5p	128061
mir-876-5p	114898
mir-876-5p	126298
mir-876-5p	53340
mir-876-5p	6096
mir-876-5p	4673
mir-876-5p	64241
mir-876-5p	57556
mir-876-5p	79758
mir-876-5p	5469
mir-876-5p	142891
mir-876-5p	10420
mir-876-5p	4528
mir-876-5p	11247
mir-876-5p	8813
mir-876-5p	105
mir-876-5p	127124
mir-876-5p	7020
mir-876-5p	25921
mir-876-5p	92399
mir-876-5p	23299
mir-876-5p	4154
mir-876-5p	345778
mir-876-5p	10318
mir-876-5p	4241
mir-876-5p	92140
mir-876-5p	9882
mir-876-5p	7024
mir-876-5p	23303
mir-876-5p	5457
mir-876-5p	5463
mir-876-5p	1627
mir-876-5p	84656
mir-876-5p	8897
mir-876-5p	118932
mir-876-5p	55220
mir-876-5p	84301
mir-876-5p	146050
mir-876-5p	23008
mir-876-5p	4134
mir-876-5p	9462
mir-876-5p	6529
mir-876-5p	22929
mir-876-5p	55975
mir-876-5p	3782
mir-876-5p	3748
mir-876-5p	3763
mir-876-5p	863
mir-876-5p	129450
mir-876-5p	93
mir-876-5p	3939
mir-876-5p	574028
mir-876-5p	5500
mir-876-5p	84342
mir-876-5p	56956
mir-876-5p	1369
mir-876-5p	3170
mir-876-5p	3990
mir-876-5p	57594
mir-876-5p	11080
mir-876-5p	79834
mir-876-5p	114884
mir-876-5p	196993
mir-876-5p	9863
mir-876-5p	1185
mir-876-5p	92579
mir-876-5p	80169
mir-876-5p	23316
mir-876-5p	541565
mir-876-5p	130951
mir-876-5p	996
mir-876-5p	353274
mir-876-5p	26036
mir-876-5p	157313
mir-876-5p	7005
mir-876-5p	79692
mir-876-5p	23043
mir-876-5p	57332
mir-876-5p	160418
mir-876-5p	285
mir-876-5p	91050
mir-876-5p	100499483
mir-876-5p	132660
mir-876-5p	950
mir-876-5p	3281
mir-876-5p	54328
mir-876-5p	4660
mir-876-5p	3720
mir-876-5p	114786
mir-876-5p	1298
mir-876-5p	115416
mir-876-5p	85446
mir-876-5p	64895
mir-876-5p	57531
mir-876-5p	23443
mir-876-5p	5256
mir-876-5p	25816
mir-876-5p	80258
mir-876-5p	25836
mir-876-5p	84553
mir-876-5p	4087
mir-876-5p	9480
mir-876-5p	51479
mir-876-5p	55145
mir-876-5p	54801
mir-876-5p	342184
mir-876-5p	64420
mir-876-5p	57614
mir-876-5p	55740
mir-876-5p	54805
mir-876-5p	388591
mir-876-5p	127544
mir-876-5p	79576
mir-876-5p	11180
mir-876-5p	27348
mir-876-5p	23085
mir-876-5p	124935
mir-876-5p	151742
mir-876-5p	9819
mir-876-5p	388730
mir-876-5p	11189
mir-876-5p	4863
mir-876-5p	10949
mir-876-5p	27020
mir-876-5p	55745
mir-876-5p	90624
mir-876-5p	22878
mir-876-5p	84984
mir-876-5p	79598
mir-876-5p	8975
mir-876-5p	9957
mir-876-5p	64324
mir-876-5p	9842
mir-876-5p	389072
mir-876-5p	7572
mir-876-5p	54812
mir-876-5p	83593
mir-876-5p	339829
mir-876-5p	8313
mir-876-5p	51534
mir-876-5p	7046
mir-876-5p	340481
mir-876-5p	4633
mir-876-5p	10645
mir-876-5p	6217
mir-876-5p	65244
mir-876-5p	221806
mir-876-5p	9710
mir-876-5p	57620
mir-876-5p	3617
mir-876-5p	5927
mir-876-5p	9507
mir-876-5p	4665
mir-876-5p	23306
mir-876-5p	114795
mir-876-5p	4756
mir-876-5p	132789
mir-876-5p	146956
mir-876-5p	26575
mir-876-5p	149041
mir-876-5p	54622
mir-876-5p	29916
mir-876-5p	28966
mir-876-5p	26054
mir-876-5p	284716
mir-876-5p	57190
mir-876-5p	55240
mir-876-5p	137970
mir-876-5p	8633
mir-876-5p	659
mir-876-5p	83690
mir-876-5p	63932
mir-876-5p	9669
mir-876-5p	10075
mir-876-5p	9294
mir-876-5p	9306
mir-876-5p	196996
mir-876-5p	22822
mir-876-5p	389206
mir-876-5p	84311
mir-876-5p	23633
mir-876-5p	3840
mir-876-5p	406
mir-876-5p	9801
mir-876-5p	63875
mir-876-5p	1859
mir-876-5p	55631
mir-876-5p	9684
mir-876-5p	55854
mir-876-5p	58528
mir-876-5p	65062
mir-876-5p	5429
mir-876-5p	5814
mir-876-5p	5813
mir-876-5p	65056
mir-876-5p	64131
mir-876-5p	11010
mir-876-5p	80201
mir-876-5p	23025
mir-876-5p	26190
mir-876-5p	10992
mir-876-5p	114815
mir-876-5p	26273
mir-876-5p	26224
mir-876-5p	80173
mir-876-5p	22931
mir-876-5p	8880
mir-876-5p	387263
mir-876-5p	64771
mir-876-5p	285513
mir-876-5p	221416
mir-876-5p	5063
mir-876-5p	81491
mir-876-5p	79726
mir-876-5p	8505
mir-876-5p	5080
mir-876-5p	26064
mir-876-5p	57369
mir-876-5p	5187
mir-876-5p	9535
mir-876-5p	1911
mir-876-5p	7095
mir-876-5p	91404
mir-876-5p	2869
mir-876-5p	150737
mir-876-5p	92104
mir-188-5p	10206
mir-188-5p	6314
mir-188-5p	340485
mir-188-5p	5728
mir-188-5p	5287
mir-188-5p	22885
mir-188-5p	9868
mir-188-5p	3720
mir-188-5p	57103
mir-188-5p	23607
mir-188-5p	79727
mir-188-5p	84248
mir-188-5p	5141
mir-188-5p	5150
mir-188-5p	10082
mir-188-5p	23469
mir-188-5p	81790
mir-188-5p	5887
mir-188-5p	23095
mir-188-5p	83259
mir-188-5p	5892
mir-188-5p	23543
mir-188-5p	2977
mir-188-5p	80816
mir-188-5p	64241
mir-188-5p	96459
mir-188-5p	728116
mir-188-5p	26137
mir-188-5p	11217
mir-188-5p	8325
mir-188-5p	4986
mir-188-5p	2677
mir-188-5p	842
mir-188-5p	124935
mir-188-5p	10949
mir-188-5p	55103
mir-188-5p	23542
mir-188-5p	10644
mir-188-5p	4953
mir-188-5p	7534
mir-188-5p	10492
mir-188-5p	389206
mir-188-5p	9320
mir-188-5p	55147
mir-188-5p	7482
mir-188-5p	23612
mir-188-5p	64067
mir-188-5p	170850
mir-188-5p	26523
mir-188-5p	51714
mir-188-5p	253260
mir-188-5p	3181
mir-188-5p	6092
mir-188-5p	11278
mir-188-5p	7071
mir-188-5p	4215
mir-188-5p	4293
mir-188-5p	8726
mir-188-5p	1630
mir-188-5p	55971
mir-188-5p	51465
mir-188-5p	64843
mir-188-5p	3021
mir-188-5p	8471
mir-188-5p	22848
mir-188-5p	8641
mir-188-5p	6432
mir-188-5p	83606
mir-188-5p	9468
mir-188-5p	169792
mir-188-5p	55254
mir-188-5p	347731
mir-188-5p	150864
mir-188-5p	22838
mir-188-5p	65084
mir-188-5p	84668
mir-188-5p	134829
mir-188-5p	9550
mir-188-5p	757
mir-188-5p	79577
mir-188-5p	200933
mir-188-5p	50863
mir-188-5p	60528
mir-188-5p	284716
mir-188-5p	560
mir-188-5p	8303
mir-188-5p	8450
mir-188-5p	5493
mir-188-5p	3603
mir-188-5p	57459
mir-188-5p	905
mir-188-5p	900
mir-188-5p	8030
mir-188-5p	346389
mir-188-5p	3572
mir-188-5p	402665
mir-188-5p	9223
mir-188-5p	3344
mir-188-5p	2181
mir-188-5p	64919
mir-188-5p	55653
mir-188-5p	55148
mir-188-5p	254048
mir-188-5p	4208
mir-188-5p	55275
mir-188-5p	23272
mir-188-5p	23512
mir-188-5p	392307
mir-188-5p	1399
mir-188-5p	25836
mir-188-5p	445815
mir-188-5p	3597
mir-188-5p	6613
mir-188-5p	11076
mir-188-5p	79071
mir-188-5p	80829
mir-188-5p	55110
mir-188-5p	23043
mir-188-5p	85508
mir-188-5p	865
mir-188-5p	1948
mir-188-5p	8832
mir-188-5p	3267
mir-188-5p	8085
mir-188-5p	58508
mir-188-5p	10509
mir-188-5p	10507
mir-188-5p	2187
mir-188-5p	23528
mir-188-5p	84458
mir-188-5p	79776
mir-188-5p	28996
mir-188-5p	56977
mir-188-5p	257397
mir-188-5p	160760
mir-188-5p	1973
mir-188-5p	4082
mir-188-5p	57798
mir-188-5p	80312
mir-188-5p	7292
mir-188-5p	84978
mir-188-5p	23306
mir-188-5p	11080
mir-188-5p	3337
mir-188-5p	23049
mir-188-5p	7329
mir-188-5p	6659
mir-188-5p	10228
mir-188-5p	9529
mir-188-5p	10175
mir-188-5p	55031
mir-188-5p	55745
mir-188-5p	7813
mir-188-5p	9734
mir-188-5p	22824
mir-188-5p	6782
mir-188-5p	2099
mir-188-5p	65117
mir-188-5p	9423
mir-188-5p	10718
mir-188-5p	399473
mir-188-5p	161742
mir-188-5p	221079
mir-188-5p	7520
mir-188-5p	139065
mir-188-5p	342371
mir-188-5p	10109
mir-188-5p	84870
mir-188-5p	64771
mir-188-5p	81631
mir-188-5p	3839
mir-188-5p	57826
mir-188-5p	5921
mir-188-5p	9990
mir-188-5p	5515
mir-188-5p	84898
mir-188-5p	26960
mir-188-5p	4248
mir-188-5p	114883
mir-188-5p	28232
mir-188-5p	4782
mir-188-5p	349565
mir-188-5p	2005
mir-188-5p	10783
mir-188-5p	6400
mir-188-5p	85407
mir-188-5p	26122
mir-188-5p	387338
mir-188-5p	55279
mir-188-5p	285349
mir-188-5p	27332
mir-188-5p	8939
mir-188-5p	91748
mir-188-5p	85463
mir-188-5p	4487
mir-188-5p	23253
mir-188-5p	149420
mir-188-5p	6581
mir-188-5p	115825
mir-188-5p	7464
mir-188-5p	4601
mir-188-5p	9480
mir-188-5p	56998
mir-188-5p	203228
mir-188-5p	55294
mir-188-5p	26268
mir-188-5p	1374
mir-188-5p	92312
mir-188-5p	4779
mir-188-5p	124801
mir-188-5p	25769
mir-188-5p	146050
mir-188-5p	4087
mir-188-5p	9935
mir-188-5p	144402
mir-188-5p	10451
mir-188-5p	3910
mir-188-5p	9231
mir-217	64786
mir-217	6616
mir-217	84302
mir-217	3899
mir-217	27161
mir-217	159
mir-217	116
mir-217	22806
mir-217	65084
mir-217	27
mir-217	388939
mir-217	129684
mir-217	23168
mir-217	8671
mir-217	8671
mir-217	22848
mir-217	55629
mir-217	6529
mir-217	23411
mir-217	1993
mir-217	84899
mir-217	57685
mir-217	51132
mir-217	7803
mir-217	10730
mir-217	65055
mir-217	7905
mir-217	27253
mir-217	10513
mir-217	8450
mir-217	5978
mir-217	153339
mir-217	9575
mir-217	151987
mir-217	51141
mir-217	9808
mir-217	5594
mir-217	5455
mir-217	25932
mir-217	2263
mir-217	3376
mir-217	81578
mir-217	91584
mir-217	8301
mir-217	10396
mir-217	9958
mir-217	57695
mir-217	84640
mir-217	220213
mir-217	9709
mir-217	729438
mir-217	10659
mir-217	201229
mir-217	117177
mir-217	26985
mir-217	54793
mir-217	84312
mir-217	7545
mir-217	5500
mir-217	7552
mir-217	619279
mir-217	9890
mir-217	3738
mir-217	64067
mir-217	3745
mir-217	27133
mir-217	11278
mir-217	6091
mir-217	3181
mir-217	11196
mir-217	6093
mir-217	6304
mir-217	317649
mir-217	1783
mir-217	1974
mir-217	9658
mir-217	6934
mir-217	353274
mir-217	23090
mir-217	124359
mir-217	10085
mir-217	57459
mir-217	55900
mir-217	7756
mir-217	4857
mir-217	481
mir-217	8343
mir-217	121536
mir-217	80331
mir-217	3301
mir-217	729993
mir-217	3035
mir-217	92
mir-217	65243
mir-217	317662
mir-217	3975
mir-217	5412
mir-217	1871
mir-217	100526740
mir-217	27333
mir-217	83856
mir-217	2776
mir-217	85446
mir-217	8085
mir-217	93380
mir-217	6804
mir-217	1124
mir-217	84458
mir-217	55342
mir-217	8760
mir-217	999
mir-217	3703
mir-217	56977
mir-217	10114
mir-217	51111
mir-217	4760
mir-217	51046
mir-217	8289
mir-217	223082
mir-217	57118
mir-217	23043
mir-217	11011
mir-217	253143
mir-217	3845
mir-217	93664
mir-217	8493
mir-217	9647
mir-217	22843
mir-217	57532
mir-217	84978
mir-217	694
mir-217	1295
mir-217	79828
mir-217	7067
mir-217	3091
mir-217	54805
mir-217	56889
mir-217	442117
mir-217	10810
mir-217	54790
mir-217	51747
mir-217	4850
mir-217	117154
mir-217	1602
mir-217	27067
mir-217	253782
mir-217	9644
mir-217	7596
mir-217	4929
mir-217	341640
mir-217	2800
mir-217	158358
mir-217	55031
mir-217	91746
mir-217	23063
mir-217	57484
mir-217	122830
mir-217	51669
mir-217	137695
mir-217	283149
mir-217	11320
mir-217	54715
mir-217	23512
mir-217	139322
mir-217	3313
mir-217	130733
mir-217	577
mir-217	54434
mir-217	58487
mir-217	4211
mir-217	6801
mir-217	25836
mir-217	10772
mir-217	5887
mir-217	80003
mir-217	51523
mir-217	55553
mir-217	6654
mir-217	51699
mir-217	4361
mir-217	114818
mir-217	9969
mir-217	730094
mir-217	57508
mir-217	23235
mir-217	93034
mir-217	7048
mir-217	222166
mir-217	140462
mir-217	6421
mir-217	8455
mir-217	10533
mir-217	285521
mir-217	132660
mir-217	23603
mir-217	58515
mir-217	6383
mir-217	51304
mir-217	3267
mir-217	154796
mir-217	262
mir-217	288
mir-217	63982
mir-217	54443
mir-217	6326
mir-217	3624
mir-217	10000
mir-217	51496
mir-217	10201
mir-217	57337
mir-217	205564
mir-217	26054
mir-217	10146
mir-217	9908
mir-217	2538
mir-217	11168
mir-217	1845
mir-217	85465
mir-217	22856
mir-217	54842
mir-217	80314
mir-217	389856
mir-217	6400
mir-217	79646
mir-217	9962
mir-217	56957
mir-217	55740
mir-217	400954
mir-217	285282
mir-217	1859
mir-217	5867
mir-217	326624
mir-217	9842
mir-217	30844
mir-217	55631
mir-217	222663
mir-217	200576
mir-217	2823
mir-217	57705
mir-217	1958
mir-217	51582
mir-217	283464
mir-217	130872
mir-217	353116
mir-217	8411
mir-217	79750
mir-217	9699
mir-217	7073
mir-217	4601
mir-217	84665
mir-217	340554
mir-217	10301
mir-217	9228
mir-217	59269
mir-217	5629
mir-217	57182
mir-217	92140
mir-217	22823
mir-217	4241
mir-217	117583
mir-217	2045
mir-217	2044
mir-217	9480
mir-217	2956
mir-217	51660
mir-217	94134
mir-217	9743
mir-217	5903
mir-217	23041
mir-217	8853
mir-217	9324
mir-217	9584
mir-217	55544
mir-217	282996
mir-217	10477
mir-217	57687
mir-217	8464
mir-217	55531
mir-217	11043
mir-217	5469
mir-217	221336
mir-217	22943
mir-217	4684
mir-217	50804
mir-217	91851
mir-217	22865
mir-217	26024
mir-217	160851
mir-217	151195
mir-217	219621
mir-217	10289
mir-217	8669
mir-217	9669
mir-217	201725
mir-217	8562
mir-217	55609
mir-217	167227
mir-217	10655
mir-217	1600
mir-217	7874
mir-217	10560
mir-217	49854
mir-217	7704
mir-217	26137
mir-217	54454
mir-217	3840
mir-217	9816
mir-217	9649
mir-217	57181
mir-217	81609
mir-217	196528
mir-217	51655
mir-217	8065
mir-217	8851
mir-217	79101
mir-217	57826
mir-217	4008
mir-217	5908
mir-217	387893
mir-217	10579
mir-217	6867
mir-217	7763
mir-217	100526794
mir-217	6895
mir-217	56180
mir-217	79813
mir-217	9491
mir-217	5814
mir-217	4094
mir-217	6921
mir-217	6938
mir-217	137886
mir-217	85300
mir-217	22858
mir-217	5728
mir-217	339745
mir-217	9732
mir-217	9444
mir-217	220988
mir-217	3178
mir-217	6928
mir-217	3796
mir-217	55809
mir-217	51735
mir-217	4763
mir-217	4692
mir-217	5428
mir-217	114799
mir-217	3227
mir-217	6996
mir-217	55119
mir-217	114784
mir-217	23211
mir-217	11217
mir-217	10015
mir-217	445815
mir-217	57057
mir-217	9818
mir-217	5252
mir-217	7528
mir-217	80816
mir-217	1827
mir-217	5110
mir-217	10060
mir-217	4363
mir-217	10138
mir-217	8833
mir-217	2764
mir-217	10630
mir-217	7114
mir-217	81627
mir-217	5077
mir-217	56929
mir-217	57528
mir-217	23331
mir-217	55832
mir-217	2898
mir-217	55454
mir-217	2665
mir-217	800
mir-217	64919
mir-217	27351
mir-217	2637
mir-217	5097
mir-217	5100
mir-217	6664
mir-217	22871
mir-217	7529
mir-217	7533
mir-217	7532
mir-217	2549
mir-217	642597
mir-217	147339
mir-217	7447
mir-217	135112
mir-217	64328
mir-217	7165
mir-217	25842
mir-217	8087
mir-217	79834
mir-217	2290
mir-217	22887
mir-217	4303
mir-217	2309
mir-217	27086
mir-217	64924
mir-217	134553
mir-217	56951
mir-217	80204
mir-217	23014
mir-217	23499
mir-217	80318
mir-217	84895
mir-217	58516
mir-217	23677
mir-217	51006
mir-217	54407
mir-217	9512
mir-217	10371
mir-217	23322
mir-217	4673
mir-217	6470
mir-217	55137
mir-217	55331
mir-217	23047
mir-217	28957
mir-217	221037
mir-217	2201
mir-217	55841
mir-217	9455
mir-217	9456
mir-217	57688
mir-217	79070
mir-217	50515
mir-217	860
mir-217	861
mir-217	23197
mir-217	11100
mir-217	64778
mir-217	79836
mir-217	84553
mir-217	23300
mir-217	523
mir-217	667
mir-217	284716
mir-217	10891
mir-217	1191
mir-217	10079
mir-217	7473
mir-217	166968
mir-217	2104
mir-217	2335
mir-217	79068
mir-217	347731
mir-217	8178
mir-346	23025
mir-346	22986
mir-346	4338
mir-346	23612
mir-346	58515
mir-346	411
mir-346	140459
mir-346	205564
mir-346	55624
mir-346	656
mir-346	57689
mir-346	604
mir-346	3840
mir-346	55293
mir-346	1385
mir-346	84153
mir-346	28957
mir-346	54796
mir-346	55966
mir-346	84879
mir-346	8609
mir-346	7482
mir-346	6424
mir-346	7484
mir-346	7483
mir-346	4644
mir-346	284613
mir-346	57863
mir-346	3195
mir-346	401474
mir-346	284716
mir-346	135112
mir-346	6666
mir-346	83698
mir-346	84867
mir-346	57555
mir-346	55349
mir-346	55832
mir-346	51659
mir-346	2902
mir-346	832
mir-346	100302736
mir-346	26468
mir-346	7371
mir-346	9358
mir-346	23185
mir-346	23095
mir-346	3800
mir-346	4038
mir-346	4040
mir-346	1453
mir-346	10251
mir-346	9098
mir-346	84888
mir-346	55813
mir-346	3340
mir-346	2932
mir-346	160851
mir-346	139411
mir-346	57496
mir-346	221938
mir-346	57595
mir-346	54662
mir-346	9718
mir-346	22941
mir-346	131408
mir-346	3235
mir-346	3204
mir-346	126731
mir-346	257407
mir-346	23154
mir-346	23089
mir-346	26099
mir-346	90407
mir-346	4171
mir-346	93
mir-346	4781
mir-346	79895
mir-346	100507290
mir-346	8516
mir-346	150372
mir-346	144348
mir-346	23060
mir-346	23090
mir-346	116115
mir-346	27112
mir-346	4836
mir-346	2120
mir-346	4838
mir-346	9542
mir-346	2132
mir-346	5451
mir-346	51526
mir-346	26051
mir-346	8911
mir-346	22806
mir-346	2252
mir-346	4154
mir-346	6093
mir-346	25961
mir-346	401647
mir-346	8897
mir-346	402415
mir-346	5962
mir-346	5350
mir-346	121340
mir-346	56888
mir-346	2516
mir-346	3738
mir-346	3748
mir-346	3749
mir-346	26249
mir-346	81033
mir-346	266743
mir-346	58476
mir-346	10537
mir-346	55745
mir-346	57213
mir-346	401541
mir-346	55701
mir-346	2036
mir-346	283598
mir-346	401265
mir-346	23276
mir-346	54994
mir-346	4848
mir-346	654790
mir-346	140739
mir-346	285755
mir-346	5230
mir-346	10772
mir-346	1911
mir-346	766
mir-346	127544
mir-346	494470
mir-346	2828
mir-346	51490
mir-346	29994
mir-346	10370
mir-346	139324
mir-346	3098
mir-346	8739
mir-346	5051
mir-346	3976
mir-346	54503
mir-346	29942
mir-346	57134
mir-346	84667
mir-346	8085
mir-346	132660
mir-346	80774
mir-346	256380
mir-346	84687
mir-346	871
mir-346	953
mir-346	441478
mir-346	728116
mir-346	7704
mir-346	7795
mir-346	196441
mir-346	166336
mir-346	4088
mir-346	54974
mir-346	53832
mir-346	85463
mir-346	51278
mir-346	9567
mir-346	55089
mir-346	27316
mir-346	158056
mir-346	158405
mir-346	80167
mir-346	2889
mir-346	138151
mir-346	51320
mir-346	9827
mir-346	9720
mir-346	10787
mir-346	9953
mir-346	3178
mir-346	25827
mir-346	79869
mir-346	54496
mir-346	10642
mir-346	441869
mir-346	283373
mir-346	6253
mir-346	9618
mir-346	9699
mir-346	27161
mir-346	84726
mir-9-5p	57496
mir-9-5p	88455
mir-9-5p	56034
mir-9-5p	4254
mir-9-5p	10397
mir-9-5p	538
mir-9-5p	84327
mir-9-5p	8110
mir-9-5p	255928
mir-9-5p	341359
mir-9-5p	3490
mir-9-5p	3486
mir-9-5p	1462
mir-9-5p	2932
mir-9-5p	475
mir-9-5p	220164
mir-9-5p	8992
mir-9-5p	84913
mir-9-5p	9150
mir-9-5p	58525
mir-9-5p	11023
mir-9-5p	6570
mir-9-5p	10451
mir-9-5p	57154
mir-9-5p	64750
mir-9-5p	861
mir-9-5p	3207
mir-9-5p	7414
mir-9-5p	84444
mir-9-5p	10481
mir-9-5p	9886
mir-9-5p	92675
mir-9-5p	51527
mir-9-5p	3371
mir-9-5p	26136
mir-9-5p	9758
mir-9-5p	6722
mir-9-5p	6714
mir-9-5p	85377
mir-9-5p	10018
mir-9-5p	6469
mir-9-5p	6461
mir-9-5p	6651
mir-9-5p	51776
mir-9-5p	6671
mir-9-5p	221833
mir-9-5p	1808
mir-9-5p	23344
mir-9-5p	57488
mir-9-5p	6102
mir-9-5p	1813
mir-9-5p	5901
mir-9-5p	55729
mir-9-5p	387914
mir-9-5p	51246
mir-9-5p	388336
mir-9-5p	55777
mir-9-5p	56980
mir-9-5p	9444
mir-9-5p	143458
mir-9-5p	9053
mir-9-5p	26119
mir-9-5p	160851
mir-9-5p	1607
mir-9-5p	10296
mir-9-5p	4775
mir-9-5p	6310
mir-9-5p	4287
mir-9-5p	84440
mir-9-5p	55914
mir-9-5p	57486
mir-9-5p	9191
